bill_updage_count,paid_flg,payway,region,selling_method,arrears_count,identified_doc,entry_age,contract_type,id,domain,campaign,pref,amount,arrears_at,customer_rank,career,sex,age
0,0,3,T,1,0,1,67,1,247185066,0,L,**,360,99,50,11,2,67
,,4,T,1,,1,44,1,964085805,0,L,13,,,,11,2,48
,,2,C,1,,1,26,1,242289705,500,L,23,,,,16,2,26
,,4,N,1,,1,54,1,990763079,0,R,32,,,,12,1,55
1,1,4,C,1,0,8,29,1,504252171,0,L,23,3646,99,100,#,2,49
,,2,T,1,,1,38,1,987172467,0,L,14,,,,#,2,40
0,0,4,Q,1,0,1,39,1,994220807,0,L,40,2520,99,70,12,1,40
,,4,K,61,,1,45,1,968004602,0,P,**,,,,12,1,49
,,90,T,51,,98,999,2,326441003,0,#,**,,,,#,#,0
,,2,N,#,,1,23,1,972524467,0,#,**,,,,#,1,25
,,2,K,1,,9,67,1,615851930,0,0,28,,,,#,2,75
,,1,T,#,,16,999,2,984663170,0,#,13,,,,#,#,0
,,4,T,#,,99,40,1,253053677,1610,9,0,,,,#,#,0
,,3,T,#,,8,49,1,952927563,10,#,14,,,,#,2,54
,,4,T,1,,17,20,1,945000573,0,L,13,,,,#,2,27
,,4,Q,1,,6,58,1,990905514,500,L,43,,,,12,2,59
,,90,T,#,,99,999,2,256007016,2300,9,13,,,,#,#,0
,,90,T,#,,3,999,2,978649014,0,#,13,,,,#,#,0
,,4,T,1,,1,19,1,325966097,0,R,11,,,,#,2,31
,,2,T,1,,1,59,1,261170416,500,L,**,,,,#,1,59
0,0,2,T,1,3,1,31,1,962321129,0,L,41,1800,10,3,11,1,38
,,2,Q,1,,1,40,1,962549752,0,L,**,,,,12,2,44
,,4,Q,1,,1,60,1,996929884,500,R,**,,,,#,1,60
,,2,T,51,,3,999,2,967017818,0,#,13,,,,#,#,0
,,4,T,1,,1,55,1,272231564,500,R,**,,,,#,1,55
0,0,4,T,1,0,1,41,1,328597924,0,a,26,16800,99,90,#,2,51
,,3,C,1,,8,64,1,957761778,0,L,22,,,,#,2,69
,,4,D,1,,1,46,1,262368900,0,a,**,,,,#,1,46
,,2,T,1,,1,21,1,958241934,0,L,**,,,,11,1,25
0,0,2,K,1,0,1,25,1,988235010,500,L,**,378,99,50,#,2,26
,,2,T,1,,1,17,1,952804091,0,L,**,,,,12,2,22
,,2,K,1,,1,57,1,240045940,500,L,**,,,,#,2,58
,,2,T,1,,1,60,1,326965497,0,L,**,,,,11,2,69
,,1,T,1,,3,999,2,263169949,0,L,13,,,,#,#,0
,,4,T,1,,1,41,1,264782687,0,a,**,,,,11,1,15
,,2,T,51,,16,999,2,251758960,0,9,**,,,,#,#,0
,,4,Q,1,,1,26,1,256997523,500,L,**,,,,12,1,26
1,0,2,C,1,0,1,18,1,942581977,0,a,**,7962,99,60,#,2,27
,,2,T,1,,1,38,1,988868983,500,R,**,,,,#,1,39
,0,2,Q,1,,99,47,1,990771666,0,L,40,960,,,#,2,16
,,4,K,1,,1,44,1,988882884,0,L,**,,,,12,1,46
,,4,C,1,,1,34,1,989661779,0,L,23,,,,11,2,35
1,0,2,T,1,0,1,42,1,313047431,0,L,**,895,99,50,#,2,61
,,2,Q,1,,99,26,1,900656397,0,L,47,,,,#,1,45
,,4,T,#,,98,999,2,968710439,0,#,13,,,,#,#,0
,,3,T,1,,1,68,1,992725484,0,R,29,,,,12,2,69
,,2,D,1,,8,71,1,271206993,500,R,1,,,,#,2,71
,,4,C,1,,1,29,1,942225969,0,L,22,,,,11,1,36
,,4,K,#,,17,23,1,967206558,0,#,27,,,,#,1,25
,,4,H,1,,1,47,1,204957334,0,L,2,,,,11,1,56
,,4,C,1,,1,42,1,967244111,0,L,**,,,,#,2,46
,,4,T,1,,1,41,1,959455849,0,L,13,,,,#,1,46
,,4,K,1,,1,43,1,967450098,0,L,**,,,,12,1,15
,,3,K,1,,1,24,1,963845096,0,L,27,,,,#,1,26
,,90,T,#,,99,999,2,258953392,900,9,13,,,,#,#,0
,,2,T,#,,1,37,1,992409691,0,#,14,,,,#,1,37
1,0,2,Q,1,0,1,21,1,963710460,0,L,40,20513,99,50,#,2,24
,,2,T,51,,3,999,2,958224849,0,#,13,,,,#,#,0
,,3,T,1,,17,23,1,967626067,0,L,11,,,,11,1,27
0,0,4,T,1,0,1,32,1,995770318,0,L,**,864,99,80,11,2,33
0,0,4,N,1,0,10,33,1,982885611,500,L,34,324,99,100,12,1,12
0,1,2,R,1,3,1,37,1,946724226,0,L,**,324,10,100,#,2,19
,,3,T,1,,1,25,1,993816624,500,R,11,,,,#,1,26
0,0,2,H,1,0,1,38,1,955521660,0,L,**,888,99,50,#,1,43
,,4,Q,1,,99,43,1,981923326,0,L,40,,,,#,2,45
,,2,T,51,,16,999,2,251759056,0,9,**,,,,#,#,0
,,3,Q,1,,1,20,1,981773351,0,L,**,,,,#,1,21
,,3,K,1,,1,30,1,943760275,0,L,**,,,,12,2,36
,,4,T,1,,1,43,1,982909096,0,L,**,,,,11,1,46
,,4,N,1,,1,18,1,803022417,0,L,34,,,,#,2,34
,,3,T,1,,1,40,1,960298849,0,L,14,,,,#,2,35
,,4,D,1,,1,43,1,262357104,0,a,**,,,,#,1,43
,,3,T,1,,1,21,1,979036347,0,L,**,,,,#,2,23
,,2,T,51,,3,999,2,964683163,0,#,42,,,,#,#,0
0,0,4,K,#,0,27,42,1,248000996,500,#,27,980,99,5,#,1,43
,,4,T,1,,1,26,1,961262330,0,M,11,,,,#,2,29
,,4,H,1,,1,43,1,953767316,0,L,7,,,,#,2,20
,,3,T,1,,1,68,1,987874313,0,L,13,,,,#,2,72
,,4,K,1,,1,54,1,977905175,0,L,**,,,,#,2,56
,,3,Q,1,,1,22,1,966146817,0,L,40,,,,#,2,24
,,2,K,1,,1,28,1,604429518,0,L,27,,,,#,1,46
,,2,T,0,,98,999,2,325218925,0,#,13,,,,#,#,0
,,4,T,1,,26,37,1,973861447,0,L,13,,,,#,1,14
,,2,T,0,,8,45,1,316450943,0,0,13,,,,#,1,60
1,0,2,K,1,0,1,26,1,996221675,0,L,27,1000,99,50,#,2,27
,,2,C,1,,1,40,1,994305452,500,L,24,,,,#,1,41
1,0,2,T,1,0,1,37,1,944079138,0,a,**,2656,99,50,#,1,46
,,4,C,1,,1,49,1,991303682,0,L,21,,,,12,2,9
,,4,T,1,,1,42,1,986473914,500,L,**,,,,#,1,43
,,4,K,1,,1,55,1,614768971,0,0,25,,,,#,1,67
,,1,T,51,,16,999,2,988570653,0,#,13,,,,#,#,0
,,4,T,1,,6,29,1,969534579,0,L,14,,,,12,2,32
1,0,4,T,1,0,1,34,1,328671998,0,L,28,26800,99,90,#,2,41
,,2,K,1,,1,54,1,615041830,0,L,27,,,,11,1,64
,,4,K,1,,1,32,1,605090787,0,L,27,,,,#,1,47
,,90,K,#,,99,42,1,957812273,320,#,13,,,,#,1,46
,,3,N,1,,1,42,1,318935543,10,0,**,,,,#,2,48
,,2,T,1,,1,47,1,262975527,0,a,**,,,,11,1,47
,,2,K,1,,1,24,1,943104190,0,L,25,,,,#,2,60
,,3,T,0,,8,65,1,326115001,0,#,14,,,,#,2,75
0,0,4,T,1,0,1,58,1,246745303,500,L,11,2480,99,90,11,2,59
,,90,T,51,,16,999,2,962788103,0,#,**,,,,11,#,0
,,3,N,1,,1,41,1,242091064,500,L,**,,,,11,2,46
0,,2,Q,1,0,1,53,1,906139443,0,L,47,,99,50,#,2,27
,0,4,T,1,,1,46,1,516745634,0,L,**,120,,,12,2,53
,,4,N,1,,1,46,1,272236019,0,a,**,,,,#,2,47
,,4,C,1,,1,39,1,514228093,0,L,23,,,,#,1,53
,,3,T,1,,1,42,1,260682502,0,L,**,,,,#,1,8
1,0,4,N,1,0,10,24,1,955420405,0,L,34,2117,99,110,11,2,29
,,4,T,1,,1,56,1,989825717,0,L,13,,,,12,1,57
0,,4,R,1,0,1,20,1,703459179,0,L,17,,99,130,#,2,32
,,2,T,1,,3,999,2,308963917,0,N,22,,,,#,#,0
,,1,T,#,,16,999,2,986607937,10,#,13,,,,#,#,0
,,4,K,#,,1,37,1,966987611,0,#,**,,,,#,1,40
,,4,T,1,,1,48,1,258903268,0,a,**,,,,12,2,45
,,4,H,1,,1,49,1,204170757,0,L,6,,,,#,2,62
,,4,T,1,,99,41,1,966570815,0,M,13,,,,#,2,43
,,4,T,#,,1,56,1,996774145,500,#,**,,,,12,1,57
,,4,K,1,,1,57,1,615810423,0,L,**,,,,11,1,68
,,3,H,1,,8,20,1,201574349,0,L,5,,,,#,2,36
0,0,4,T,1,0,1,43,1,258766080,500,L,**,200,99,30,#,1,43
,,4,Q,1,,8,63,1,245563439,500,L,45,,,,#,1,64
,,2,S,#,,1,42,1,981518100,0,#,**,,,,#,2,43
,,3,Q,1,,1,42,1,241957556,0,L,40,,,,#,1,16
,,2,Q,1,,8,15,1,906089050,0,L,46,,,,#,2,25
,,90,T,1,,1,999,2,958762575,0,L,13,,,,#,#,0
,,2,T,#,,8,42,1,245085280,500,#,13,,,,#,1,42
,,4,Q,61,,99,60,1,977132408,0,P,43,,,,#,2,62
,,4,K,1,,1,38,1,975042205,0,L,14,,,,#,2,40
,,2,T,1,,1,39,1,982229804,501,L,**,,,,#,2,41
,,2,K,1,,17,25,1,965772870,0,L,11,,,,#,2,29
,,3,T,1,,1,43,1,962675862,0,L,**,,,,#,1,45
,,4,S,61,,1,29,1,984717628,0,P,38,,,,#,1,30
,,3,N,1,,12,51,1,264235964,0,L,**,,,,#,1,51
,,4,K,1,,10,33,1,961678348,100,L,29,,,,#,2,37
,,2,S,1,,8,17,1,267313837,0,a,38,,,,#,2,17
,,2,C,1,,1,29,1,977503529,0,L,21,,,,#,2,31
1,0,4,T,1,0,1,20,1,962907734,0,a,**,1007,99,100,12,2,27
,,4,Q,#,,1,32,1,966193747,10,#,47,,,,#,1,35
0,0,2,Q,1,0,1,38,1,983674878,0,L,40,120,99,100,11,2,4
0,0,4,N,1,0,1,26,1,259156764,0,a,34,1,99,30,#,2,26
,,1,T,#,,99,40,1,997575742,1510,#,10,,,,#,#,0
,,4,T,1,,17,29,1,952873918,0,L,12,,,,#,1,35
,,2,T,51,,3,999,2,986949371,0,#,26,,,,11,#,0
,,4,K,#,,28,32,1,257428336,500,9,27,,,,11,1,32
,,4,K,1,,1,63,1,993885023,0,L,**,,,,12,2,64
,,2,C,1,,1,66,1,253444169,500,L,**,,,,#,1,67
,,4,R,1,,1,25,1,990926922,0,L,**,,,,12,2,26
,,4,Q,1,,1,53,1,965940658,0,L,13,,,,11,2,55
,,4,T,1,,8,28,1,969022384,0,L,13,,,,#,2,30
,,2,H,1,,1,28,1,941504244,0,L,2,,,,11,2,34
,,2,K,1,,8,34,1,605288570,0,0,27,,,,#,2,49
,,2,T,1,,1,37,1,942372810,0,L,15,,,,11,1,43
,,4,K,1,,1,45,1,981367301,0,L,28,,,,#,1,47
,,2,C,1,,1,27,1,940739541,0,L,12,,,,#,2,33
,,4,Q,1,,1,39,1,968830829,0,L,40,,,,11,1,42
,,4,K,0,,1,62,1,613947200,0,L,28,,,,#,1,76
,,1,T,1,,99,999,2,943907707,0,#,13,,,,#,#,0
,,4,T,#,,99,999,2,991459452,0,#,14,,,,#,#,0
,,90,K,#,,2,999,2,967579648,320,#,13,,,,11,#,0
,,2,Q,1,,1,54,1,956220391,0,L,**,,,,#,2,59
,,2,T,0,,1,38,1,303178093,0,L,13,,,,#,1,57
,,2,Q,1,,1,47,1,993070408,0,L,**,,,,12,1,14
,,4,H,1,,1,54,1,989176845,0,L,4,,,,12,2,55
,,2,D,#,,6,22,1,961132081,0,#,1,,,,#,2,26
,,2,T,#,,1,44,1,963732313,0,#,14,,,,#,2,46
1,0,4,T,1,0,1,18,1,245123542,0,a,13,432,99,20,11,2,20
,,1,Q,1,,1,83,1,262951937,500,L,**,,,,#,1,83
,,2,Q,1,,1,36,1,970026732,0,L,40,,,,12,1,2
,,2,T,1,,1,29,1,974857943,0,L,11,,,,#,2,32
0,0,4,T,1,0,1,47,1,325187527,0,L,**,480,99,50,#,2,61
,,4,T,1,,99,44,1,961376750,0,L,9,,,,#,1,46
,,4,K,1,,1,58,1,995755178,500,L,29,,,,#,1,58
,,4,T,1,,1,38,1,977176427,0,L,39,,,,12,2,5
,,4,C,1,,1,21,1,501303241,0,L,12,,,,#,2,41
,,2,K,1,,1,46,1,605459692,0,0,25,,,,#,1,58
,,4,N,1,,1,45,1,994253647,500,L,**,,,,11,1,46
,,1,T,1,,1,20,1,256101617,0,L,27,,,,12,2,20
,,2,T,#,,1,27,1,981721275,0,#,13,,,,#,2,27
,,4,T,1,,1,43,1,265495998,500,L,**,,,,#,2,12
0,0,4,T,1,0,1,56,1,967449856,500,L,**,980,99,50,#,1,60
,,2,H,1,,1,33,1,204891737,0,L,3,,,,12,1,4
,,4,T,1,,26,45,1,950965437,0,L,14,,,,12,1,51
,,4,T,1,,1,22,1,266819775,0,a,11,,,,12,2,22
,,4,Q,1,,1,50,1,966015507,0,L,**,,,,11,1,52
,,4,T,1,,21,52,1,994448311,0,L,13,,,,12,2,53
,,2,T,1,,1,29,1,261802734,0,a,**,,,,#,1,30
,,2,T,1,,1,29,1,964864712,0,L,38,,,,11,1,32
,,2,T,51,,3,999,2,994844154,0,9,21,,,,11,#,0
0,0,4,T,1,0,1,39,1,944887103,0,L,**,324,99,20,#,2,17
,,4,T,1,,6,20,1,941884251,0,L,14,,,,12,2,27
1,0,2,C,1,0,1,22,1,514704366,0,L,40,2179,99,80,#,2,35
,,4,T,#,,1,26,1,968007729,0,#,13,,,,#,2,29
0,0,4,T,1,0,1,42,1,327276471,0,L,13,4000,99,100,12,2,52
,,4,T,61,,1,38,1,971552490,0,P,**,,,,#,1,40
0,0,4,H,1,0,1,36,1,988372722,0,L,7,324,99,100,12,2,37
1,0,2,T,1,0,20,19,1,307999292,0,L,13,3248,99,60,#,2,31
,,4,C,1,,1,34,1,974846447,500,L,**,,,,12,1,36
,,4,T,1,,10,43,1,972301031,0,L,14,,,,#,2,16
1,1,2,C,1,9,1,26,1,515254014,0,L,23,2160,3,3,#,1,37
,,4,K,0,,1,45,1,250453632,500,9,30,,,,#,1,15
,,3,K,1,,1,65,1,257529141,500,L,**,,,,12,2,65
,,2,T,1,,1,30,1,261343139,0,L,**,,,,#,1,30
,,4,K,1,,1,32,1,614773980,0,L,27,,,,#,1,42
,,4,D,0,,10,61,1,979070561,0,L,1,,,,#,2,63
0,1,2,H,1,3,1,27,1,955600258,0,a,13,324,10,100,11,1,34
,,2,K,1,,1,26,1,615859082,0,L,25,,,,11,1,34
,,4,C,0,,1,35,1,509429697,0,#,**,,,,#,2,41
,,4,T,1,,1,48,1,328049520,0,L,13,,,,#,1,56
,,3,T,1,,8,20,1,988333405,0,L,14,,,,#,1,22
,,4,T,1,,1,23,1,303480232,0,L,40,,,,#,1,41
,,4,T,1,,3,999,2,984908939,0,R,13,,,,16,#,0
,,2,Q,1,,99,66,1,977220930,0,L,40,,,,#,1,67
,,2,T,1,,1,46,1,991618370,500,L,**,,,,#,2,14
,,90,D,#,,2,999,2,974024066,320,#,13,,,,#,#,0
,,4,T,1,,1,23,1,262118638,0,a,**,,,,11,2,23
,,1,C,1,,99,42,1,983465709,99,#,13,,,,#,1,37
,,2,T,1,,1,23,1,972215166,0,L,14,,,,#,2,26
,,2,H,1,,1,46,1,975545189,0,M,4,,,,#,1,48
,,4,D,#,,99,61,1,275060313,500,9,1,,,,#,2,61
0,0,2,T,1,0,21,51,1,992371917,500,L,14,864,99,100,16,2,54
,,2,K,1,,28,58,1,274021422,500,L,27,,,,#,2,58
0,1,2,Q,1,0,1,32,1,259126573,0,a,40,1847,99,30,11,2,33
,,2,T,0,,3,999,2,244568570,0,9,13,,,,#,#,0
,,4,K,1,,1,33,1,961418154,0,L,**,,,,11,2,12
,,2,K,#,,1,63,1,978638915,10,#,28,,,,#,1,65
,,2,C,1,,1,35,1,509057347,0,L,24,,,,#,1,42
,,2,T,1,,1,999,2,946539870,0,J,10,,,,11,#,0
0,0,2,T,1,0,1,22,1,301502187,0,a,10,6560,99,100,#,2,42
,,4,T,1,,10,44,1,258390448,0,R,13,,,,#,2,44
,,2,T,1,,20,67,1,509250154,0,R,13,,,,12,2,74
,,4,T,#,,6,34,1,962950995,0,#,14,,,,#,2,38
,,4,T,1,,10,71,1,907464024,0,L,12,,,,11,2,50
,,2,D,1,,1,50,1,274209516,0,a,**,,,,12,2,50
,,4,D,1,,1,55,1,104385926,0,L,**,,,,#,1,63
,,3,D,1,,1,22,1,985453964,0,L,1,,,,12,2,23
,,4,C,1,,1,21,1,501236462,0,L,23,,,,#,2,41
,,4,K,1,,1,51,1,975209680,0,M,**,,,,#,2,54
,,4,K,1,,1,40,1,260205073,0,a,**,,,,12,1,7
,,2,T,1,,1,57,1,988216871,0,L,11,,,,16,2,58
,,2,T,0,,1,999,2,964776158,0,#,40,,,,#,#,0
,0,2,T,1,,1,999,2,258969680,0,L,13,4380,,,#,#,0
1,1,3,S,1,3,1,23,1,969433070,0,L,27,1007,10,3,11,2,26
0,0,4,T,1,0,17,21,1,940026164,0,a,13,1110,99,50,#,2,31
,,2,T,#,,1,56,1,972819512,0,#,15,,,,#,2,59
1,0,4,S,1,0,1,36,1,403610499,0,L,37,5181,99,110,11,2,46
,,4,T,1,,1,23,1,962717449,0,L,12,,,,11,1,27
,,2,C,61,,1,74,1,979500161,0,P,21,,,,#,1,76
,,2,T,1,,1,38,1,963784781,0,L,**,,,,12,2,42
,,2,T,1,,1,53,1,304253761,0,0,13,,,,#,1,69
,,90,Q,#,,99,70,1,963643850,320,#,13,,,,#,2,74
,,4,T,#,,99,999,2,267379353,0,#,13,,,,#,#,0
,,90,T,51,,3,999,2,964102563,0,#,13,,,,#,#,0
,,2,N,1,,1,54,1,978993223,500,L,34,,,,16,2,56
,,2,T,0,,16,999,2,947867376,0,L,1,,,,#,#,0
,,3,T,1,,1,38,1,310327727,0,R,8,,,,#,1,57
,,4,T,1,,1,19,1,985828392,0,M,12,,,,#,2,23
,,2,K,1,,17,20,1,956799150,0,L,13,,,,#,1,23
0,1,2,K,1,7,1,24,1,966760812,0,L,**,8800,5,10,11,1,28
,,2,C,1,,1,40,1,968379257,0,a,22,,,,12,1,44
,,4,K,1,,1,27,1,607303772,0,L,26,,,,#,2,35
,,4,Q,1,,1,44,1,250040705,0,L,**,,,,12,2,45
,,4,T,1,,1,49,1,982190740,0,L,**,,,,12,2,50
,,4,K,1,,1,35,1,615641910,0,L,25,,,,#,2,44
,,2,C,1,,1,40,1,250662044,0,a,21,,,,#,1,17
,,2,K,1,,99,999,2,606488106,0,L,29,,,,12,1,999
,,2,C,1,,17,17,1,963917931,0,L,21,,,,#,1,20
,,4,N,1,,1,48,1,950908823,0,L,34,,,,11,1,54
0,,2,C,1,3,17,12,1,973502871,0,L,23,,6,100,#,2,15
,,2,R,1,,1,42,1,700397246,0,L,17,,,,#,1,59
,,2,T,1,,1,46,1,989825261,0,L,27,,,,12,1,17
1,0,2,T,1,1,1,36,1,307607069,0,L,28,9800,9,40,#,2,48
1,0,4,T,1,0,20,41,1,516284287,0,L,14,17149,99,100,12,2,52
0,0,4,K,1,0,1,33,1,615153047,0,L,26,324,99,100,#,2,45
,,4,K,1,,1,45,1,973601383,0,L,**,,,,#,2,48
,,4,C,1,,1,41,1,501067819,0,R,23,,,,#,1,61
,,4,K,1,,1,29,1,326495782,0,L,28,,,,12,1,4
,,2,Q,1,,8,43,1,905433833,0,L,40,,,,#,2,56
,,2,T,1,,6,52,1,316752361,0,L,14,,,,#,2,65
,,4,T,1,,1,23,1,314392036,0,L,19,,,,#,1,41
,,2,K,1,,1,29,1,951953579,0,L,27,,,,12,1,31
2,0,4,K,1,0,1,15,1,607038235,0,a,27,540,99,80,#,1,25
0,0,4,K,1,0,1,25,1,244989538,500,L,29,648,99,90,12,2,28
,,4,C,1,,1,27,1,942628745,0,L,23,,,,12,2,33
,,3,C,1,,99,58,1,515141971,0,0,24,,,,#,#,0
,,4,T,51,,3,999,2,993741846,0,9,13,,,,#,#,0
,,4,T,1,,27,28,1,982696507,0,L,12,,,,12,1,29
,,4,C,1,,1,27,1,507338278,0,L,23,,,,#,2,41
,,4,K,1,,1,49,1,256827783,0,a,28,,,,#,1,51
0,0,4,Q,1,0,1,59,1,249989800,0,L,**,120,99,80,#,2,59
1,0,4,T,1,0,1,34,1,946863185,0,L,14,6620,99,100,#,2,42
,,4,T,1,,1,34,1,260742560,0,a,12,,,,12,1,6
,,2,T,1,,1,35,1,959694859,0,M,12,,,,#,2,40
,,4,T,1,,1,50,1,964727658,0,L,**,,,,#,2,52
,,4,Q,1,,1,49,1,972509791,0,L,40,,,,#,2,51
,,4,T,1,,1,32,1,310157839,0,L,14,,,,#,1,52
0,,2,T,1,0,1,999,2,943699417,0,a,13,,99,100,12,#,0
,,2,C,1,,1,46,1,978811884,0,L,23,,,,#,2,48
1,0,4,K,1,0,99,29,1,600893155,0,L,27,3078,99,120,#,2,50
,,4,T,#,,1,36,1,241430542,500,9,15,,,,#,2,10
,0,2,C,1,,26,54,1,250257385,0,L,23,1050,,,12,1,55
,,2,N,1,,99,49,1,801025945,0,L,34,,,,#,2,66
,,4,Q,1,,8,83,1,990323690,500,L,23,,,,#,1,86
,,4,R,1,,17,19,1,969494771,0,L,**,,,,12,2,21
,,2,Q,1,,99,43,1,901309508,0,a,40,,,,#,2,64
,,2,S,#,,1,26,1,968631457,0,#,**,,,,#,1,28
,,2,Q,1,,1,44,1,906444983,0,L,40,,,,#,1,54
,,2,H,1,,1,45,1,259317981,0,a,4,,,,#,2,45
,,90,T,51,,3,999,2,964906022,0,#,23,,,,12,#,0
,,4,T,1,,1,31,1,954420878,0,L,**,,,,11,1,35
,,2,T,1,,1,23,1,305484356,0,L,44,,,,#,1,36
0,,2,N,1,4,1,38,1,959418851,0,a,34,,9,30,11,2,45
,,2,Q,1,,99,47,1,267105168,0,a,47,,,,#,2,47
,,4,K,#,,27,22,1,982938277,500,#,26,,,,#,2,24
,,2,T,1,,1,26,1,955731710,0,L,**,,,,#,1,31
,,4,T,1,,1,48,1,261191285,0,a,**,,,,11,1,17
,,2,T,1,,1,999,2,945296691,0,L,27,,,,#,#,0
,,4,T,1,,10,37,1,967651576,0,L,27,,,,12,2,60
0,0,2,T,1,0,1,47,1,942032207,0,L,12,2880,99,0,#,2,54
,,4,C,1,,1,55,1,240334006,500,L,**,,,,12,1,57
,,2,C,1,,1,53,1,508005346,0,R,23,,,,#,1,65
,,4,K,1,,1,50,1,982187075,0,L,28,,,,12,2,53
,,4,T,1,,10,31,1,981886048,0,M,11,,,,#,2,33
,,4,C,1,,99,40,1,514440039,0,L,21,,,,#,1,54
,,3,K,1,,1,44,1,264619805,0,a,**,,,,11,1,11
,,2,N,1,,1,46,1,970407709,0,L,34,,,,11,1,49
,,4,C,1,,1,41,1,516222867,0,L,22,,,,#,1,50
,,2,T,1,,1,50,1,327440885,0,R,11,,,,#,2,58
,,4,T,1,,1,43,1,982122554,0,L,**,,,,12,1,45
,,4,T,1,,1,37,1,261389627,500,L,**,,,,12,1,6
,,1,T,0,,99,32,1,955389184,99,#,13,,,,#,1,31
,,4,N,1,,1,37,1,966177150,0,L,**,,,,12,1,41
,,2,C,61,,1,29,1,962045685,0,P,**,,,,11,2,31
,,4,T,1,,1,57,1,967396821,0,L,11,,,,11,2,61
,,2,C,1,,1,67,1,254797151,500,L,23,,,,#,2,67
,,2,K,1,,1,18,1,973083472,0,L,27,,,,12,1,21
,,2,C,1,,1,36,1,263378858,500,L,23,,,,#,1,14
,,3,H,1,,1,40,1,987979120,0,L,2,,,,#,2,43
,,2,K,1,,1,999,2,616165252,0,L,30,,,,#,1,999
,,4,K,1,,1,45,1,947428610,0,L,27,,,,#,1,49
,,4,T,1,,10,40,1,947296195,0,L,14,,,,12,2,46
,0,4,T,1,,1,47,1,251505749,500,L,12,240,,,#,2,14
,,4,N,1,,1,17,1,801227259,0,L,40,,,,#,2,57
,,2,C,1,,1,48,1,509042169,0,R,**,,,,#,1,56
1,0,2,T,1,0,21,24,1,977602349,0,L,13,1180,99,40,11,2,26
,,2,T,1,,1,29,1,971515640,0,M,14,,,,#,1,32
,,1,T,#,,3,999,2,255896073,0,9,27,,,,#,#,0
,,4,C,61,,1,47,1,975610513,0,P,**,,,,#,2,50
1,0,4,T,1,0,1,27,1,251426070,0,L,13,77800,99,80,11,1,27
,,2,K,1,,1,34,1,967387246,0,L,28,,,,#,2,36
,,4,N,0,,10,54,1,948254240,0,#,33,,,,#,1,58
1,0,2,Q,1,0,1,22,1,982789199,0,L,**,594,99,60,12,1,23
1,0,2,C,1,0,1,22,1,947013038,0,a,27,1007,99,50,#,1,31
,,4,H,1,,1,29,1,970455932,0,L,4,,,,11,2,32
0,0,4,K,1,0,1,20,1,606472876,0,L,27,1512,99,100,#,1,30
,,2,K,1,,1,999,2,993943244,0,L,27,,,,#,#,0
,,1,T,#,,3,999,2,247506886,0,9,13,,,,#,#,0
1,0,4,Q,1,0,1,44,1,247599269,0,a,40,700,99,70,#,2,45
0,0,2,N,1,0,1,27,1,972861944,0,L,34,540,99,100,12,1,31
,,4,D,1,,1,53,1,954912797,0,L,1,,,,11,2,59
,,4,K,1,,1,53,1,996735868,0,L,**,,,,12,1,53
,,2,K,1,,1,25,1,963350519,0,L,**,,,,11,1,30
,,4,C,1,,1,55,1,506917892,0,L,24,,,,#,1,70
,,4,T,#,,1,40,1,986972233,10,9,13,,,,#,1,43
,,4,T,1,,1,54,1,940815802,0,L,11,,,,#,2,54
,,2,K,1,,8,51,1,979691262,0,M,27,,,,#,1,54
,,2,C,1,,1,27,1,264524533,0,a,24,,,,11,1,27
,,4,K,1,,1,44,1,240561719,500,L,**,,,,#,1,17
,,4,C,1,,1,39,1,942777142,0,L,23,,,,11,2,45
,,4,T,1,,1,60,1,248921110,0,L,13,,,,#,2,62
,,3,C,1,,8,54,1,988885179,0,R,23,,,,12,1,55
,,4,T,1,,1,24,1,247056500,0,R,8,,,,#,1,25
,,2,T,1,,1,27,1,967121721,0,L,11,,,,11,2,30
,,4,T,61,,99,45,1,994311272,0,P,14,,,,#,2,18
,,2,K,1,,1,56,1,613761934,0,L,27,,,,#,2,71
,,2,K,1,,8,50,1,967119624,0,L,27,,,,12,2,54
1,0,2,T,1,0,1,25,1,340312856,0,a,**,240,99,70,11,1,35
,,4,H,1,,1,50,1,203340646,0,L,6,,,,#,2,65
,,2,H,1,,1,23,1,996009388,0,L,5,,,,12,1,23
0,0,2,T,1,0,1,53,1,995965656,0,a,13,480,99,50,12,1,56
,,4,K,0,,1,41,1,604155330,0,L,27,,,,#,1,57
,,4,Q,1,,1,44,1,966479204,0,M,42,,,,#,2,46
,,2,T,1,,99,48,1,978264384,0,L,8,,,,#,1,50
0,0,3,T,1,0,1,59,1,987867232,500,L,13,960,99,50,#,1,60
,,4,K,1,,1,28,1,261429789,0,a,27,,,,#,2,3
,,3,T,1,,20,46,1,328724022,0,L,12,,,,#,1,53
,,2,K,1,,1,39,1,606812969,0,L,27,,,,#,2,28
,,4,Q,1,,1,49,1,982329207,0,L,**,,,,#,1,51
,,2,K,1,,1,37,1,954441252,0,R,26,,,,#,1,42
1,0,2,T,1,0,1,24,1,975620629,0,L,13,105,99,70,12,2,27
,,4,T,1,,1,57,1,980227013,0,L,13,,,,#,1,60
0,0,4,N,1,0,99,36,1,801416039,0,L,31,1490,99,100,#,1,55
,,2,T,1,,1,22,1,972385610,0,L,**,,,,12,1,25
,,90,Q,#,,2,999,2,967153662,320,#,13,,,,#,#,0
,,4,C,#,,1,47,1,979133181,10,#,**,,,,#,2,49
