region,id,campaign,contract_type,payway,paid_flg,arrears_at,pref,career,sex,arrears_count,domain,amount,age,selling_method,entry_age,customer_rank,identified_doc,bill_updage_count
H,954420472,L,1,4,0,99,7,#,2,0,0,324,19,1,35,100,1,0
C,944289101,L,1,2,1,10,23,11,1,3,0,864,48,1,41,100,20,0
,251246355,,,,0,,,,,,,3000,,,,,,
T,307141803,L,1,4,0,99,**,#,1,0,0,2640,36,1,26,90,1,0
K,606024246,L,1,2,0,3,27,#,2,10,0,1110,41,1,29,1,99,1
K,945561794,L,1,2,0,99,**,#,1,0,0,624,21,1,15,100,1,0
T,953173460,L,1,2,0,99,14,12,2,0,0,1058,54,1,49,70,1,1
T,259950338,L,1,4,0,99,13,#,1,0,0,324,75,1,50,5,99,0
T,205086264,L,1,2,0,99,11,11,1,0,0,324,33,1,24,100,1,0
Q,255711525,a,1,2,0,99,**,11,2,0,0,4200,42,1,42,0,1,0
K,257939417,a,1,4,0,99,27,11,2,0,0,481,60,1,67,30,1,0
T,244813266,L,1,4,0,99,13,16,1,0,500,1188,43,1,41,80,1,1
C,516714736,#,1,2,0,99,14,#,1,0,0,10300,45,0,38,40,20,0
H,205315552,L,1,2,0,12,4,#,1,1,0,34000,22,1,15,50,17,1
Q,906773244,L,1,4,0,99,40,#,2,0,0,8460,27,1,17,100,17,1
K,605827899,L,1,4,0,99,26,#,1,0,0,9430,30,1,16,120,1,0
D,962624100,a,1,3,1,3,1,#,2,4,0,4730,27,1,20,0,17,0
H,204971955,a,1,4,0,99,2,#,2,0,0,400,26,1,14,90,1,0
T,954747880,a,1,2,0,99,**,11,2,0,0,240,35,1,28,100,1,0
T,308580952,L,1,4,0,99,**,#,1,0,0,808,55,1,46,90,1,1
C,508990746,L,1,4,0,99,23,#,1,0,0,1512,51,1,40,100,1,0
K,979838716,a,1,2,0,99,28,12,2,0,0,3229,19,1,54,20,1,1
C,991060348,L,1,4,0,99,23,12,2,0,0,324,22,1,54,100,1,0
,907270116,,,,0,,,,,,,11400,,,,,,
K,615858805,L,1,4,0,99,**,12,1,0,0,44845,50,1,41,90,1,0
T,956301346,a,1,4,0,99,13,#,2,0,0,11439,31,1,23,90,1,1
T,318266462,a,1,4,0,99,13,11,1,0,0,2000,25,1,14,120,99,0
T,953700141,L,1,4,0,99,**,#,2,0,0,1512,24,1,19,100,17,0
K,240856690,L,1,4,0,99,13,#,2,0,0,2149,30,1,29,100,99,0
R,703141553,L,1,2,0,99,16,#,2,0,0,1460,54,1,36,0,1,0
T,327168017,L,1,3,0,99,14,#,1,0,0,980,23,1,14,50,20,1
T,955842890,L,1,2,0,3,**,11,2,2,0,500,29,1,24,100,1,0
T,240345104,L,1,2,1,3,**,11,1,7,500,120,63,1,62,5,1,0
,250480440,,,,1,,,,,,,130,,,,,,
T,971241882,L,1,4,0,99,13,12,1,0,0,600,44,1,41,90,99,0
,987104224,,,,1,,,,,,,120,,,,,,
T,991420425,L,1,2,0,99,**,#,1,0,500,3500,30,1,29,50,1,0
T,988489955,L,1,4,0,99,14,12,2,0,0,3000,30,1,29,100,1,0
K,986675376,L,1,4,0,99,27,12,1,0,500,120,47,1,45,100,1,0
C,958721230,a,1,2,0,99,23,#,2,0,0,3361,21,1,14,90,1,1
T,328799086,L,2,2,0,99,12,#,1,0,0,1750,999,1,999,40,16,0
C,242159771,L,1,4,0,99,**,#,1,0,500,8100,12,1,40,20,1,0
T,963196011,a,1,2,0,99,**,11,1,0,0,49007,35,1,28,60,1,1
T,241589770,#,1,4,0,99,12,12,2,0,500,432,31,#,31,100,1,0
T,942584831,L,1,4,0,99,11,11,2,0,0,2700,44,1,35,140,1,1
T,307896453,L,1,4,0,99,14,11,1,0,0,300,69,1,51,50,1,1
T,328613980,a,1,4,0,99,14,#,1,0,0,1058,24,1,15,110,10,1
T,996291284,L,1,4,0,99,13,#,2,0,500,2200,42,1,41,80,1,0
K,249220779,9,1,3,0,5,28,#,2,7,500,600,29,0,28,3,21,1
,996901842,,,,0,,,,,,,0,,,,,,
K,995003243,L,1,4,0,99,**,#,2,0,500,4968,32,1,32,80,1,0
C,250936217,L,1,2,0,99,23,12,1,0,0,1940,54,1,54,50,1,1
T,300936477,L,1,2,0,99,10,#,1,0,0,8640,69,1,48,50,99,0
,979569197,,,,1,,,,,,,980,,,,,,
K,954015850,L,1,4,0,99,**,12,2,0,0,324,45,1,40,100,1,0
Q,904782823,L,1,4,0,99,40,#,2,0,0,324,30,1,14,100,1,0
C,944289056,L,1,2,0,99,23,11,2,0,0,324,29,1,23,100,1,0
Q,906407898,a,1,2,0,99,40,#,1,0,0,27480,34,1,22,50,1,0
T,978306149,L,1,2,1,5,13,16,1,8,500,2040,24,1,21,0,1,0
T,246778869,a,1,4,0,99,6,12,2,0,0,540,25,1,25,70,1,1
T,997276566,#,1,2,0,99,**,#,1,0,500,1058,16,#,51,20,1,1
C,509014026,L,1,3,0,99,23,12,2,0,0,36736,30,1,22,3,1,1
,946397236,,,,0,,,,,,,13160,,,,,,
C,508952271,L,1,4,0,99,23,#,1,0,0,10420,53,1,44,90,1,0
,943263168,,,,0,,,,,,,41980,,,,,,
C,509148199,a,1,4,0,99,23,#,2,0,0,624,25,1,14,110,1,1
,977253973,,,,0,,,,,,,360,,,,,,
T,949679446,L,1,4,0,99,40,#,1,0,0,211,25,1,19,70,1,1
,248669118,,,,1,,,,,,,420,,,,,,
K,968104232,L,1,2,0,99,25,12,2,0,0,500,29,1,25,80,1,0
,243510497,,,,0,,,,,,,750,,,,,,
,992352463,,,,0,,,,,,,120,,,,,,
T,247572421,L,1,4,0,99,14,16,2,0,500,840,40,1,40,90,1,0
K,606576152,L,1,4,0,99,27,#,2,0,0,390,29,1,20,130,1,1
N,949373787,a,1,2,0,99,34,#,1,0,0,1007,25,1,17,70,1,1
K,986370466,L,1,4,0,99,27,12,1,0,0,1800,42,1,41,100,1,0
,246973959,,,,0,,,,,,,9200,,,,,,
T,987996621,L,1,4,0,99,14,12,1,0,0,100000,23,1,45,100,1,1
T,340496117,L,1,2,1,10,23,#,2,3,0,324,32,1,22,100,1,0
K,248745585,a,1,2,0,99,26,#,2,0,0,4137,59,1,59,30,12,1
D,104281357,L,1,3,0,7,1,#,1,6,0,2880,38,1,27,3,1,0
T,993791737,L,1,4,0,99,**,12,2,0,0,2520,42,1,41,80,1,0
C,966460078,L,1,4,1,10,23,#,2,3,0,130,39,1,33,3,1,0
K,244975550,#,1,3,0,99,27,#,2,0,500,594,20,#,20,10,8,1
C,509431273,a,1,2,0,99,**,#,2,0,0,4320,24,1,14,70,1,0
K,251328260,#,1,2,1,99,28,12,1,0,500,1,10,#,34,2,1,0
C,506982163,L,1,4,0,99,22,#,2,0,0,4800,57,1,43,100,1,0
N,803311032,L,1,4,0,99,34,#,2,0,0,360,58,1,42,110,99,0
K,986352869,L,1,4,0,99,**,11,2,0,500,360,40,1,39,110,1,0
C,516424273,L,1,2,0,99,23,#,2,0,0,19606,30,1,20,60,1,1
S,964900360,L,1,4,0,99,**,11,2,0,0,324,39,1,35,100,1,0
K,615041591,L,1,4,0,99,28,11,2,0,0,1203,47,1,37,100,1,1
C,961153593,L,1,4,1,99,**,12,1,0,0,56370,29,1,24,100,1,1
Q,965973491,L,1,4,0,99,**,11,1,0,0,2520,50,1,45,100,1,0
T,314672720,L,1,2,0,99,11,#,2,0,0,3500,66,1,49,50,1,0
,970608010,,,,0,,,,,,,420,,,,,,
,318656446,,,,0,,,,,,,960,,,,,,
N,803486290,L,1,4,0,99,**,#,1,0,0,226,38,1,21,110,1,1
T,990058498,L,1,4,0,99,14,#,2,0,0,324,17,1,42,100,1,0
Q,980389140,L,1,4,0,99,44,16,2,0,500,324,38,1,35,100,1,0
T,945620442,L,1,2,0,99,13,#,1,0,0,250,35,1,26,50,6,0
R,255588298,L,1,1,0,99,**,11,2,0,500,1,50,1,50,3,1,0
T,994985175,9,1,2,1,9,20,#,1,4,500,1920,61,#,59,10,21,0
Q,959788021,L,1,2,0,99,40,#,1,0,0,2149,20,1,38,20,1,1
K,603679894,L,1,2,0,99,27,#,1,0,0,840,37,1,19,60,8,0
K,245149357,#,1,2,1,3,29,#,1,2,500,594,61,#,61,1,1,1
T,990037809,L,1,4,0,99,**,#,1,0,500,960,16,1,43,50,1,0
T,970278856,L,1,4,0,99,14,11,2,0,0,120,50,1,46,100,10,0
C,205233198,L,1,2,0,8,4,11,2,2,0,400,30,1,22,30,1,1
T,251415354,#,1,4,0,99,4,#,1,0,500,540,56,0,56,60,1,1
C,507927375,a,1,2,0,99,24,#,1,0,0,870,45,1,31,70,1,1
T,300119308,L,1,2,0,3,13,#,1,1,0,2800,50,1,27,10,1,0
T,257040887,a,1,4,0,99,12,#,2,0,0,120,46,1,45,30,1,0
K,603698240,L,1,3,0,99,27,#,1,0,0,216,40,1,21,60,8,0
T,243349685,L,1,4,0,99,11,15,1,0,0,3680,51,1,49,80,1,1
C,514959249,a,1,2,0,10,23,#,2,3,0,1593,41,1,26,20,1,1
N,994227533,L,1,4,0,99,**,12,1,0,0,45100,33,1,32,80,1,0
T,249357694,#,1,2,1,99,38,#,1,0,500,960,22,#,22,10,6,0
T,240328633,L,1,4,0,99,**,12,2,0,500,324,32,1,32,100,1,0
Q,248938345,L,1,4,0,99,44,12,1,0,0,1,25,1,25,40,1,0
T,941957470,a,1,4,0,99,14,#,2,0,0,2600,28,1,19,90,17,0
Q,907278070,L,1,4,0,99,**,11,1,0,0,360,54,1,47,100,1,0
K,607509667,L,1,2,0,99,17,12,1,0,0,540,34,1,26,50,20,1
T,246140089,9,1,4,0,99,**,#,2,0,500,324,42,#,39,100,1,0
C,514472594,L,1,4,0,99,23,#,1,0,0,648,40,1,26,100,1,0
C,506849708,L,1,4,0,99,23,#,1,0,0,1000,34,1,20,100,1,1
T,306742330,L,1,2,0,99,13,11,1,0,0,324,42,1,31,50,1,0
C,252938185,R,1,2,0,99,24,#,2,0,500,1,49,1,49,30,1,0
T,971871728,L,1,2,0,7,**,12,1,2,0,240,22,1,19,0,6,0
C,500580638,L,1,2,0,99,23,#,1,0,0,240,43,1,22,70,1,0
Q,949164637,L,1,2,0,99,43,11,2,0,0,18190,28,1,22,60,1,1
H,204533447,L,1,2,0,99,5,12,2,0,0,1800,36,1,26,90,8,0
H,254833121,a,1,2,0,99,**,11,1,0,0,720,53,1,53,40,1,0
,242094508,,,,0,,,,,,,480,,,,,,
R,250923731,L,1,4,0,99,18,#,1,0,0,1,15,1,37,20,1,0
T,959688555,L,1,4,0,99,**,11,2,0,0,120,56,1,52,120,1,0
T,987343457,L,1,4,0,99,13,12,2,0,0,324,26,1,25,100,1,0
,950834764,,,,0,,,,,,,250,,,,,,
,996924701,,,,0,,,,,,,960,,,,,,
T,957436594,a,1,2,0,99,27,12,1,0,0,960,32,1,25,60,1,1
H,989187883,L,1,2,0,99,7,12,1,0,0,324,26,1,25,100,1,0
C,507800577,L,1,2,0,8,23,#,1,1,0,600,37,1,25,40,1,1
T,313649552,a,1,4,0,99,14,#,1,0,0,120,39,1,18,70,1,0
T,318379295,L,1,4,0,99,11,11,2,0,0,2610,41,1,30,100,1,1
C,256833088,9,1,2,0,99,24,#,2,0,500,1,41,#,43,30,1,0
C,516666870,a,1,4,0,99,21,#,2,0,0,400,25,1,15,80,1,0
T,992302758,L,1,2,1,3,27,12,1,3,0,594,21,1,20,10,1,1
T,248725376,L,1,4,0,99,**,12,2,0,0,8000,46,1,44,80,1,1
K,940639105,a,1,2,0,99,**,12,1,0,0,51,52,1,42,70,1,1
T,967273716,L,1,4,0,99,14,11,2,0,0,1000,15,1,44,20,1,1
T,316388477,#,1,2,0,99,10,#,1,0,0,4200,49,0,35,60,1,1
T,245800796,L,1,2,1,4,15,12,2,4,0,4350,21,1,26,100,8,0
Q,955036351,a,1,2,1,3,40,#,2,9,0,2149,28,1,21,0,1,1
H,203524467,L,1,4,0,99,4,#,2,0,0,10000,32,1,18,140,1,1
Q,949634475,L,1,2,1,9,40,#,1,4,0,2900,46,1,40,3,1,0
T,987024179,L,1,2,0,99,**,12,2,0,500,5850,33,1,31,100,1,0
D,257018414,a,1,4,0,99,1,12,2,0,0,1,39,1,40,30,1,0
K,258887930,9,1,2,0,99,27,11,1,0,500,1007,28,#,28,20,28,0
S,255046383,9,1,4,0,99,39,11,2,0,500,324,29,#,29,80,1,0
K,988738901,L,1,4,0,99,29,12,2,0,0,540,33,1,32,100,1,0
T,304287721,L,1,4,0,99,13,#,1,0,0,200,29,1,14,100,99,0
C,970950339,L,1,4,0,99,23,11,2,0,0,880,22,1,19,100,17,0
T,248559090,L,1,4,0,99,12,#,1,0,0,120,49,1,46,80,1,0
,973164868,,,,0,,,,,,,16800,,,,,,
H,964340695,a,1,2,0,4,4,11,2,6,0,324,47,1,46,100,8,0
R,703656846,L,1,2,0,99,16,#,1,0,0,540,25,1,14,100,17,0
D,996814915,#,1,2,1,3,1,#,2,10,500,950,26,#,26,100,8,0
H,201434732,L,1,2,0,99,26,#,1,0,0,11800,43,0,28,100,1,0
T,323416924,L,1,3,1,6,8,#,1,7,0,249,41,1,25,3,1,1
D,952213952,a,1,4,0,99,**,11,2,0,0,300,47,1,39,110,1,1
T,307300323,L,1,4,0,99,12,#,1,0,0,1512,38,1,28,100,99,1
,906161976,,,,0,,,,,,,1100,,,,,,
C,970578640,a,1,4,0,99,24,11,2,0,0,200,43,1,37,100,1,0
T,954935146,L,1,4,0,99,8,#,1,0,0,1007,10,1,34,2,99,1
C,968739552,L,1,4,0,99,23,#,1,0,0,25848,33,1,29,80,1,1
S,250002629,L,1,2,0,99,**,12,2,0,0,1,38,1,38,30,1,0
,987452233,,,,0,,,,,,,340,,,,,,
K,240014185,L,1,2,0,99,27,12,2,0,500,5877,44,1,44,50,8,1
Q,990528480,L,1,3,0,7,43,11,2,2,0,3407,48,1,46,20,8,1
K,256791082,L,1,4,0,99,28,#,1,0,500,216,53,1,53,5,1,0
H,993583681,L,1,4,0,99,4,#,1,0,500,324,44,1,43,100,1,0
T,310235263,L,1,2,0,4,11,#,1,2,0,675,38,1,18,20,1,0
N,253167722,L,1,4,0,99,**,#,2,0,500,300,14,1,43,20,1,0
K,980767892,L,1,4,0,99,**,11,2,0,0,324,54,1,49,100,1,0
T,328371585,L,1,2,0,3,13,11,1,4,0,324,33,1,23,100,20,0
T,985338540,L,1,2,0,99,14,12,1,0,0,47880,36,1,35,50,1,0
T,251977368,a,1,4,0,99,**,12,2,0,0,1998,65,1,64,50,1,1
T,990103033,a,1,2,0,99,14,12,1,0,0,2040,24,1,20,60,1,0
T,258753891,9,1,4,0,99,8,11,2,0,500,1,46,#,46,30,1,0
K,966402693,L,1,4,0,99,26,11,2,0,0,240,55,1,51,80,12,0
H,204513506,L,1,4,0,99,4,#,2,0,0,3503,33,1,20,90,1,2
K,616123894,L,1,4,0,99,27,#,2,0,0,300,31,1,23,100,1,1
T,957767532,L,1,2,0,6,11,11,2,6,0,250,27,1,22,10,8,0
T,313357186,L,1,4,0,99,11,#,2,0,0,324,41,1,20,90,8,0
N,947531267,L,1,2,0,4,27,12,2,7,0,120,27,1,20,10,1,1
T,317985487,a,1,2,0,99,11,11,2,0,0,360,48,1,35,70,1,1
Q,975640938,L,1,2,0,99,41,#,2,0,0,2000,50,1,47,50,1,0
N,253332923,L,1,4,0,99,**,#,1,0,500,4244,14,1,44,20,1,1
,943028190,,,,0,,,,,,,360,,,,,,
T,253890123,L,1,2,0,99,20,#,1,0,0,1120,52,1,50,40,1,0
C,503171927,a,1,4,0,99,23,#,2,0,0,540,36,1,14,100,1,0
Q,986900223,L,1,4,0,99,41,12,2,0,0,600,54,1,53,90,1,0
K,241512983,L,1,4,0,99,**,16,2,0,500,540,14,1,47,20,1,1
K,605960049,L,1,2,0,99,30,#,2,0,0,370,24,1,40,60,1,0
T,242124525,L,1,4,0,10,**,11,1,1,0,108,47,1,44,50,1,0
Q,958690976,a,1,3,0,99,43,11,2,0,0,137,57,1,50,60,1,0
T,257909411,a,1,4,0,99,**,11,2,0,0,834,40,1,40,30,1,1
T,986210619,a,1,2,0,99,13,11,1,0,0,324,34,1,30,100,8,0
Q,992058104,L,1,4,0,99,43,12,2,0,0,240,21,1,20,70,1,1
Q,964652068,L,1,3,0,99,**,11,2,0,0,916,27,1,24,60,1,1
H,203145454,L,1,2,0,11,5,#,1,1,0,7619,45,1,29,80,1,1
,245768533,,,,0,,,,,,,480,,,,,,
T,241289717,L,1,2,0,99,**,#,2,0,0,8000,57,1,54,70,1,0
,946686504,,,,0,,,,,,,12020,,,,,,
H,200803264,L,1,4,0,99,3,#,1,0,0,324,57,1,39,100,1,0
T,941574633,a,1,3,0,99,13,11,1,0,0,540,29,1,20,100,17,0
K,969594982,L,1,2,0,99,27,#,2,0,0,480,37,1,33,70,1,0
T,956344087,L,1,4,0,99,13,12,2,0,0,2496,30,1,25,90,1,0
K,604300446,L,1,4,0,99,30,#,2,0,0,400,37,1,20,130,1,1
K,256202769,R,1,4,0,99,**,#,1,0,500,1280,79,1,79,5,1,0
,960821773,,,,0,,,,,,,45,,,,,,
S,940059693,L,1,2,1,3,**,#,2,4,0,7440,24,1,46,0,1,0
K,942382474,L,1,2,0,99,27,#,2,0,0,2678,18,1,42,60,1,1
Q,254619435,a,1,2,0,4,44,#,1,2,0,9826,24,1,58,10,1,1
N,801306867,L,1,2,0,99,34,#,1,0,0,2594,40,1,20,90,99,0
,903500090,,,,0,,,,,,,130,,,,,,
Q,943225493,a,1,3,1,8,40,#,2,5,0,360,66,1,58,3,1,0
N,989112546,L,1,4,0,99,33,#,1,0,0,324,27,1,26,100,1,0
T,996010332,L,1,4,0,99,**,12,2,0,0,1007,28,1,28,90,1,0
T,246829773,#,1,4,0,99,**,11,1,0,500,910,58,#,57,50,1,0
Q,987722911,L,1,4,0,99,47,12,2,0,500,120,42,1,41,100,1,0
C,986271111,L,1,4,0,99,24,11,1,0,0,2610,26,1,25,100,1,1
C,996807273,L,1,4,0,99,22,11,2,0,0,540,57,1,57,100,1,0
T,972376756,a,1,3,0,99,**,11,1,0,0,540,23,1,18,100,1,0
T,249816720,L,1,2,1,4,14,#,2,7,0,250,19,1,19,0,8,0
H,205163488,L,1,4,0,99,7,#,2,0,0,500,26,1,18,90,17,1
K,247562366,L,1,2,0,6,28,#,2,4,0,1090,38,1,36,10,1,0
C,513166928,L,1,4,0,99,24,#,2,0,0,480,57,1,37,110,1,0
T,340657568,L,1,4,0,99,11,#,1,0,0,648,29,1,23,100,1,0
N,258915029,a,1,4,0,99,35,11,1,0,0,969,34,1,34,30,1,0
,947472022,,,,1,,,,,,,1200,,,,,,
T,991209773,L,1,2,0,99,8,16,2,0,500,864,23,1,21,100,21,0
Q,901807082,L,1,2,0,99,40,#,2,0,0,443,45,1,26,70,99,1
T,966748778,L,1,2,0,99,13,12,1,0,0,12180,29,1,24,80,1,1
,254655368,,,,0,,,,,,,130,,,,,,
H,203641184,L,1,4,0,99,4,#,2,0,0,324,46,0,32,100,1,0
T,950024832,L,1,2,0,7,13,#,2,1,0,1380,33,1,25,40,1,1
C,244257914,R,1,2,0,99,23,#,1,0,0,960,41,1,40,50,1,0
C,506682160,L,1,4,0,99,**,#,2,0,0,400,29,1,14,80,1,0
K,956514141,L,1,2,0,99,**,11,1,0,0,13220,56,1,51,70,1,0
,242744467,,,,0,,,,,,,1460,,,,,,
T,242409498,L,1,2,0,99,12,12,1,0,0,3220,47,1,47,50,1,0
T,959088292,L,1,2,0,99,43,11,2,0,0,1012,45,1,41,70,1,1
T,980828688,L,1,4,0,99,**,12,1,0,500,360,43,1,41,100,1,0
T,988844545,L,1,4,0,99,14,12,1,0,500,240,44,1,42,90,1,0
T,257484938,9,2,1,1,99,13,#,#,0,0,1166,0,#,999,3,3,1
Q,953457672,L,1,4,0,99,47,#,1,0,0,1658,20,1,15,60,17,1
K,605492341,0,1,4,0,99,30,#,1,0,0,3400,60,1,46,100,1,0
Q,963001474,L,1,2,1,7,43,11,1,6,0,540,28,1,24,100,1,0
T,963912637,L,1,4,0,99,13,11,2,0,0,300,50,1,45,100,1,1
T,323921553,L,1,4,0,99,13,#,2,0,0,1800,48,1,33,90,1,1
,961771722,,,,1,,,,,,,360,,,,,,
T,255570483,a,1,4,0,99,**,11,1,0,0,23600,60,1,60,50,1,0
T,243689458,L,1,2,0,99,**,12,2,0,500,2900,56,1,56,50,1,0
K,248977511,a,1,2,0,3,27,11,1,4,0,403,28,1,26,5,1,1
C,507053074,L,1,2,0,7,23,#,2,1,0,240,52,1,38,40,1,0
T,240720737,L,1,4,0,99,**,12,2,0,500,940,27,1,25,70,1,1
K,613697669,L,1,4,0,99,**,#,1,0,0,1058,45,1,28,100,1,1
T,986052334,L,1,4,0,99,15,12,1,0,500,300,44,1,41,90,1,0
K,971015955,L,1,2,0,99,27,12,2,0,0,12077,25,1,21,60,17,0
,513652528,,,,0,,,,,,,2140,,,,,,
,615692922,,,,0,,,,,,,360,,,,,,
T,328599445,L,1,2,0,99,20,#,1,0,0,225,29,1,22,50,1,1
T,313197830,L,1,2,0,99,11,#,1,0,0,980,40,1,22,110,1,0
,965840151,,,,0,,,,,,,480,,,,,,
T,340549434,L,1,4,0,99,14,#,2,0,0,5400,31,1,25,100,1,0
Q,982398125,L,1,4,0,99,43,#,1,0,0,240,18,1,44,20,99,0
T,963255331,L,1,2,0,99,13,11,2,0,0,8120,39,1,35,60,1,0
,960385235,,,,0,,,,,,,240,,,,,,
T,309507460,L,1,2,0,99,14,12,1,0,0,400,40,1,31,60,1,0
K,982426495,L,1,2,0,4,27,12,2,4,0,4860,51,1,48,100,12,0
C,252293291,L,1,4,0,99,**,11,2,0,0,120,20,1,44,20,1,0
T,961762583,L,1,2,0,99,11,#,2,0,0,324,16,1,40,100,1,0
K,251590558,L,1,2,0,99,27,12,1,0,0,1156,19,1,19,30,28,1
T,962425419,a,1,2,0,11,14,#,2,2,0,2060,19,1,47,20,1,1
,252624288,,,,0,,,,,,,240,,,,,,
,949262780,,,,0,,,,,,,40,,,,,,
Q,992201395,L,1,2,1,6,47,#,1,7,0,2640,21,1,18,3,1,0
,252549842,,,,0,,,,,,,240,,,,,,
T,971219205,L,1,4,0,99,12,#,2,0,0,324,51,1,47,100,1,0
,604659311,,,,0,,,,,,,120,,,,,,
R,990604307,a,1,2,0,99,17,11,2,0,0,240,35,1,32,50,1,0
,241150787,,,,0,,,,,,,120,,,,,,
T,941616950,L,1,2,0,99,**,11,2,0,0,100,28,1,21,100,1,0
T,941762268,L,1,4,0,99,14,11,1,0,0,2610,29,1,23,100,1,1
T,951882894,a,1,4,0,99,13,12,2,0,0,9937,26,1,18,90,1,3
C,248458152,L,1,4,0,99,24,#,1,0,0,540,48,1,47,70,1,1
S,995044529,L,1,2,0,99,37,11,2,0,0,980,55,1,54,60,1,0
K,947165023,a,1,3,0,99,27,#,1,0,0,8292,58,1,49,90,1,1
S,253999394,R,1,4,0,99,**,#,1,0,500,477,27,1,27,5,1,0
Q,246501993,L,1,2,0,99,40,16,2,0,500,240,48,1,47,50,1,0
C,946322855,L,1,2,0,99,22,#,2,0,0,324,28,1,22,100,1,0
C,961504133,L,1,4,0,99,21,12,2,0,0,302,30,1,25,100,1,0
K,950079648,L,1,4,0,99,27,11,2,0,0,216,53,1,48,130,10,1
,959810447,,,,1,,,,,,,5010,,,,,,
T,949026069,L,1,2,1,3,13,11,2,7,0,130,23,1,17,0,1,0
S,990788606,L,1,4,0,99,37,11,1,0,0,3109,31,1,30,70,1,1
K,972676909,L,1,3,0,99,28,#,2,0,0,756,18,1,45,100,1,0
T,977464374,L,1,4,0,99,13,12,2,0,500,960,49,1,47,110,1,0
,250984495,,,,0,,,,,,,38980,,,,,,
K,241124699,L,1,2,0,6,27,12,2,1,0,452,30,1,29,30,1,1
K,986328927,L,1,4,0,99,**,12,1,0,500,22251,42,1,41,110,1,1
,515606073,,,,0,,,,,,,10280,,,,,,
T,972553648,a,1,2,0,99,12,11,1,0,0,240,26,1,57,70,1,0
C,981232369,L,1,2,0,99,23,12,2,0,0,100,50,1,46,50,1,0
H,976713242,L,1,4,0,99,5,11,2,0,0,1080,31,1,27,100,1,0
T,990332502,a,1,3,0,3,13,12,2,6,0,1080,41,1,37,0,1,0
K,246004277,L,1,3,1,3,27,12,1,9,0,2370,16,1,30,0,1,0
Q,941985537,L,1,2,0,99,40,#,1,0,0,324,53,1,46,100,1,0
Q,246499256,R,1,2,0,99,46,#,2,0,0,100,45,1,43,50,1,0
T,324964896,L,1,4,0,99,**,#,2,0,0,13608,48,1,35,120,1,1
T,989592337,L,1,4,0,99,**,#,2,0,500,324,13,1,40,20,1,1
,981682303,,,,0,,,,,,,400,,,,,,
K,616015704,a,1,2,0,99,27,11,1,0,0,1800,40,1,30,60,1,1
,954924817,,,,0,,,,,,,360,,,,,,
T,958854138,L,1,2,0,99,13,12,2,0,0,240,25,1,18,100,8,0
T,963859736,L,1,4,0,99,**,#,1,0,0,324,48,1,43,100,1,0
T,980155593,L,1,2,0,9,13,#,2,4,0,530,22,1,20,0,17,0
C,241844521,L,1,2,0,99,23,#,2,0,500,324,40,1,37,60,1,0
T,955512311,L,1,2,0,99,**,12,2,0,0,16374,34,1,28,100,1,0
,104181079,,,,0,,,,,,,130,,,,,,
,306766266,,,,0,,,,,,,960,,,,,,
N,946937637,L,1,2,0,6,34,#,1,7,0,999,25,1,19,3,17,1
T,964816475,L,1,2,0,5,40,12,2,8,0,120,26,1,22,3,1,1
K,956665587,L,1,4,0,99,28,#,2,0,0,324,51,1,44,100,1,0
K,963204936,L,1,2,0,99,26,11,2,0,0,360,41,1,36,70,1,1
K,615638472,a,1,2,0,99,27,11,1,0,0,4210,50,1,38,80,1,1
T,314489268,L,1,2,0,99,14,#,1,0,0,940,42,1,25,70,1,1
K,604628560,L,1,2,0,99,22,#,2,0,0,108,34,1,18,100,1,0
,980067274,,,,0,,,,,,,190,,,,,,
R,969846255,L,1,4,0,99,17,11,1,0,0,1007,20,1,17,130,17,1
T,958149349,a,1,3,0,99,**,#,1,0,0,540,51,1,44,70,1,1
,958736592,,,,0,,,,,,,5280,,,,,,
T,943474256,L,1,2,0,99,14,11,1,0,0,540,28,1,19,100,1,0
T,325542144,a,1,4,0,99,12,#,2,0,0,480,26,1,11,110,1,1
T,306904283,L,1,2,0,4,19,#,2,3,0,324,48,1,38,20,1,0
K,240327968,L,1,4,1,99,27,11,1,0,0,980,28,1,28,3,1,0
T,307088463,a,1,2,0,99,14,11,2,0,0,228,36,1,23,60,1,0
T,995321882,L,1,4,0,99,15,#,1,0,500,1168,40,1,39,60,8,0
N,246817357,L,1,2,0,99,32,12,2,0,0,1560,49,1,49,50,1,1
N,246944808,R,1,2,0,99,33,#,2,0,0,700,27,1,25,50,1,1
K,246828221,L,1,4,0,99,27,#,2,0,500,1750,32,1,32,90,1,0
N,804003529,L,1,4,0,99,40,#,1,0,0,90000,65,1,24,100,10,1
T,251885107,L,1,2,1,3,14,12,2,1,500,3456,62,1,62,30,12,1
K,614955160,L,1,4,0,99,27,#,2,0,0,120,30,1,19,100,1,0
T,943704492,L,1,2,0,99,9,12,1,0,0,540,35,1,28,100,1,0
Q,978965455,L,1,2,0,4,47,#,2,2,500,1440,40,1,37,10,1,0
K,991406729,L,1,3,0,99,28,#,1,0,500,120,59,1,58,40,12,0
T,254789337,L,1,2,0,99,**,11,1,0,500,1,47,1,47,30,1,0
C,508123122,a,1,2,0,99,21,#,2,0,0,3100,48,1,34,70,1,0
Q,254317076,a,1,3,1,99,43,12,2,0,0,19600,45,1,67,20,1,0
T,942032207,L,1,2,0,99,12,#,2,0,0,2880,54,1,47,0,1,0
